accuracy,loss,val_accuracy,val_loss
0.2629539370536804,3.7337441444396973,0.12399999797344208,4.621471881866455
0.5522845387458801,2.0685462951660156,0.17624999582767487,4.148531913757324
0.7728608250617981,1.1098073720932007,0.15424999594688416,4.39294958114624
0.9412463307380676,0.3875727355480194,0.3190000057220459,3.2221362590789795
0.9945621490478516,0.09085369110107422,0.3785000145435333,2.9266271591186523
0.9994374513626099,0.026911459863185883,0.3865000009536743,2.9334006309509277
1.0,0.012646731920540333,0.46000000834465027,2.496309995651245
1.0,0.007592133246362209,0.45649999380111694,2.5095248222351074
1.0,0.005227642599493265,0.47350001335144043,2.4332046508789062
1.0,0.003867799649015069,0.47325000166893005,2.461338520050049
1.0,0.002915266202762723,0.484250009059906,2.414017677307129
1.0,0.00227969978004694,0.4925000071525574,2.3798017501831055
1.0,0.0017983363941311836,0.4947499930858612,2.3680107593536377
1.0,0.0014532504137605429,0.5007500052452087,2.3485660552978516
1.0,0.0011902133701369166,0.5052499771118164,2.328575849533081
1.0,0.000972217705566436,0.5062500238418579,2.3430988788604736
1.0,0.0008005967829376459,0.5077499747276306,2.3440825939178467
1.0,0.0006724297418259084,0.5087500214576721,2.3536880016326904
1.0,0.0005560405552387238,0.5097500085830688,2.351256847381592
1.0,0.0004744150792248547,0.5084999799728394,2.3605189323425293
1.0,0.0003994630533270538,0.5184999704360962,2.3544535636901855
1.0,0.00033733044983819127,0.515999972820282,2.363523483276367
1.0,0.0002888300223276019,0.515999972820282,2.3677492141723633
1.0,0.00024798832600936294,0.5142499804496765,2.399024248123169
1.0,0.0002095849486067891,0.5137500166893005,2.4013803005218506
1.0,0.00018027772603090852,0.5112500190734863,2.408914089202881
1.0,0.0001539912773296237,0.5115000009536743,2.4250025749206543
1.0,0.00013257110549602658,0.5145000219345093,2.4248828887939453
1.0,0.00011434239422669634,0.5099999904632568,2.442380428314209
1.0,9.87824096227996e-05,0.5147500038146973,2.434948205947876
1.0,8.448931475868449e-05,0.5132499933242798,2.45117449760437
1.0,7.386167271761224e-05,0.5137500166893005,2.4654762744903564
1.0,6.36977274552919e-05,0.5120000243186951,2.477708578109741
1.0,5.4730699048377573e-05,0.5099999904632568,2.4909327030181885
1.0,4.786915815202519e-05,0.5107499957084656,2.489971876144409
1.0,4.071600778843276e-05,0.5112500190734863,2.509735107421875
1.0,3.608188853831962e-05,0.5082499980926514,2.528637409210205
1.0,3.102601840510033e-05,0.5074999928474426,2.531905174255371
1.0,2.7023754228139296e-05,0.5077499747276306,2.5341901779174805
1.0,2.3745553335174918e-05,0.5065000057220459,2.558290958404541
1.0,2.0717319785035215e-05,0.5080000162124634,2.5554704666137695
1.0,1.7885300621856004e-05,0.5042499899864197,2.581775188446045
1.0,1.5424209777847864e-05,0.5047500133514404,2.5905988216400146
1.0,1.3430628314381465e-05,0.5074999928474426,2.581819534301758
1.0,1.1641589480859693e-05,0.5074999928474426,2.599411725997925
1.0,1.0181983270740602e-05,0.5049999952316284,2.6220951080322266
1.0,8.999463716463652e-06,0.5084999799728394,2.6232211589813232
1.0,7.81685685069533e-06,0.503000020980835,2.6421542167663574
1.0,6.868924629088724e-06,0.5047500133514404,2.650432825088501
1.0,5.896706170460675e-06,0.5044999718666077,2.659925699234009
